scorer,DLC_resnet50_RatFeb2shuffle1_1080000,DLC_resnet50_RatFeb2shuffle1_1080000.1,DLC_resnet50_RatFeb2shuffle1_1080000.2,DLC_resnet50_RatFeb2shuffle1_1080000.3,DLC_resnet50_RatFeb2shuffle1_1080000.4,DLC_resnet50_RatFeb2shuffle1_1080000.5,DLC_resnet50_RatFeb2shuffle1_1080000.6,DLC_resnet50_RatFeb2shuffle1_1080000.7,DLC_resnet50_RatFeb2shuffle1_1080000.8,DLC_resnet50_RatFeb2shuffle1_1080000.9,DLC_resnet50_RatFeb2shuffle1_1080000.10,DLC_resnet50_RatFeb2shuffle1_1080000.11,DLC_resnet50_RatFeb2shuffle1_1080000.12,DLC_resnet50_RatFeb2shuffle1_1080000.13,DLC_resnet50_RatFeb2shuffle1_1080000.14,DLC_resnet50_RatFeb2shuffle1_1080000.15,DLC_resnet50_RatFeb2shuffle1_1080000.16,DLC_resnet50_RatFeb2shuffle1_1080000.17,DLC_resnet50_RatFeb2shuffle1_1080000.18,DLC_resnet50_RatFeb2shuffle1_1080000.19,DLC_resnet50_RatFeb2shuffle1_1080000.20,DLC_resnet50_RatFeb2shuffle1_1080000.21,DLC_resnet50_RatFeb2shuffle1_1080000.22,DLC_resnet50_RatFeb2shuffle1_1080000.23
bodyparts,Nose,Nose,Nose,LeftEye,LeftEye,LeftEye,LeftEar,LeftEar,LeftEar,RightEye,RightEye,RightEye,RightEar,RightEar,RightEar,HP_post,HP_post,HP_post,CameraBrace-joint,CameraBrace-joint,CameraBrace-joint,CameraBrace-top,CameraBrace-top,CameraBrace-top
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
400,2523.19873046875,1875.336181640625,0.9585132598876953,2488.8583984375,1885.46533203125,0.5269986987113953,2521.700927734375,1880.5986328125,0.3812320828437805,2488.298828125,1884.0509033203125,0.6814643740653992,2460.347412109375,1909.81494140625,0.9954729676246643,2498.54638671875,1864.651611328125,0.9726330637931824,2498.2763671875,1859.31591796875,0.028994332998991013,2459.882568359375,1910.8253173828125,0.03223924711346626
401,2511.704833984375,1879.252685546875,0.9810319542884827,2479.93798828125,1891.7796630859375,0.44305169582366943,2511.91162109375,1881.682373046875,0.5629635453224182,2478.965087890625,1888.7430419921875,0.7403157949447632,2455.3857421875,1914.7222900390625,0.9951516389846802,2489.5615234375,1869.47802734375,0.9007662534713745,2490.460693359375,1869.7269287109375,0.019615154713392258,2447.201416015625,1913.8572998046875,0.04455902799963951
402,2495.1162109375,1881.9742431640625,0.9671319127082825,2468.67626953125,1894.30712890625,0.15674705803394318,2493.96533203125,1889.403076171875,0.310375839471817,2466.412841796875,1889.7552490234375,0.3514171242713928,2444.448486328125,1920.5706787109375,0.900480329990387,2481.62841796875,1870.6839599609375,0.5021715760231018,2481.53173828125,1872.6558837890625,0.0201977901160717,2493.402587890625,1884.1904296875,0.04349242150783539
403,2479.332763671875,1888.0997314453125,0.9283804297447205,2454.61083984375,1893.947021484375,0.0623309426009655,2479.888671875,1893.086181640625,0.698316216468811,2453.131591796875,1903.5965576171875,0.148882195353508,2437.686767578125,1931.574951171875,0.8227914571762085,2471.38525390625,1875.7366943359375,0.14146804809570312,2460.103515625,1902.58544921875,0.02036111056804657,2449.339111328125,1863.65771484375,0.12564808130264282
404,2467.376708984375,1892.0303955078125,0.9466282725334167,2444.26806640625,1911.024658203125,0.3062625229358673,2467.946044921875,1895.5101318359375,0.34939074516296387,2445.06494140625,1910.8724365234375,0.16042493283748627,2472.657470703125,1895.0028076171875,0.5168967247009277,2461.68359375,1881.341552734375,0.026240359991788864,2448.90185546875,1903.2069091796875,0.06970622390508652,2463.293701171875,1898.213623046875,0.028558803722262383
405,2455.737548828125,1889.68994140625,0.9331726431846619,2434.55908203125,1907.381591796875,0.1286012828350067,2461.42138671875,1895.11181640625,0.1682431995868683,2433.684326171875,1906.4766845703125,0.3979233503341675,2459.5966796875,1893.951416015625,0.35308942198753357,2411.095947265625,1911.6602783203125,0.17406071722507477,2431.164794921875,1913.217529296875,0.0227936003357172,2453.099365234375,1885.5926513671875,0.02258462645113468
406,2435.4052734375,1877.384033203125,0.9663786292076111,2428.824462890625,1887.8670654296875,0.030533937737345695,2439.052734375,1889.7996826171875,0.14030364155769348,2413.415771484375,1914.06982421875,0.026846684515476227,2440.921142578125,1888.152587890625,0.42357316613197327,2407.110107421875,1915.8824462890625,0.04751108959317207,2441.783935546875,1878.2919921875,0.024660704657435417,2434.878173828125,1881.22509765625,0.023823991417884827
407,2425.102783203125,1875.6173095703125,0.9950862526893616,2408.065673828125,1909.424072265625,0.06707226485013962,2423.334228515625,1888.931396484375,0.07608529925346375,2407.024169921875,1908.359375,0.16904622316360474,2449.2109375,1877.685546875,0.18497972190380096,2424.913818359375,1868.1728515625,0.025534333661198616,2425.56298828125,1878.01171875,0.030881404876708984,2423.948974609375,1879.9461669921875,0.03029336966574192
408,2413.3349609375,1877.4935302734375,0.98308265209198,2436.144775390625,1874.4771728515625,0.04470020905137062,2476.97998046875,1908.217529296875,0.8621131181716919,2458.19482421875,1872.6842041015625,0.1257113367319107,2442.293701171875,1875.5565185546875,0.7580694556236267,2449.083740234375,1859.0008544921875,0.19760696589946747,2411.800537109375,1880.15576171875,0.021529480814933777,2412.82958984375,1881.820068359375,0.03429573029279709
409,2398.7236328125,1873.1915283203125,0.9218589663505554,2394.098876953125,1893.1475830078125,0.05504366010427475,2466.342041015625,1906.1492919921875,0.7481871843338013,2478.430419921875,1902.323974609375,0.03317411616444588,2469.068359375,1904.3466796875,0.623397707939148,2409.4501953125,1862.6170654296875,0.04950319230556488,2407.440185546875,1866.43212890625,0.053121499717235565,2396.902099609375,1878.6474609375,0.048465557396411896
410,2388.083740234375,1871.714599609375,0.9635133147239685,2431.677734375,1876.423828125,0.183016836643219,2456.739990234375,1899.552490234375,0.7806388735771179,2433.0048828125,1874.855224609375,0.09038081020116806,2458.581298828125,1898.245849609375,0.6903367638587952,2395.19384765625,1860.7135009765625,0.15163734555244446,2393.46044921875,1863.16259765625,0.06720565259456635,2455.505126953125,1896.87451171875,0.07019177824258804
411,2383.923583984375,1870.113525390625,0.9737774729728699,2426.415283203125,1876.5078125,0.27518725395202637,2453.600830078125,1898.2550048828125,0.8344011902809143,2425.614501953125,1875.3607177734375,0.11436217278242111,2455.753173828125,1896.4227294921875,0.7196104526519775,2392.251953125,1859.318359375,0.06731580197811127,2390.297119140625,1865.1201171875,0.05061262845993042,2453.333740234375,1889.554443359375,0.06821577996015549
412,2387.165771484375,1855.1053466796875,0.9965456128120422,2426.146484375,1870.84765625,0.41430214047431946,2454.378662109375,1898.148681640625,0.8648152947425842,2462.58837890625,1897.9296875,0.05010306462645531,2456.2607421875,1896.8643798828125,0.656984269618988,2460.056640625,1894.8662109375,0.03072603978216648,2391.3349609375,1851.84716796875,0.027780627831816673,2453.751708984375,1895.9620361328125,0.05258532986044884
413,2391.16796875,1839.119140625,0.9950478672981262,2433.600830078125,1880.41650390625,0.07418603450059891,2458.33837890625,1907.711669921875,0.6337652206420898,2460.1240234375,1900.7177734375,0.04004890099167824,2458.91748046875,1905.6561279296875,0.7249586582183838,2392.674072265625,1836.788818359375,0.028104715049266815,2392.66455078125,1836.8826904296875,0.026130668818950653,2389.878662109375,1839.6463623046875,0.04952198266983032
414,2392.806396484375,1833.803466796875,0.9794707894325256,2430.5458984375,1866.5616455078125,0.08872615545988083,2455.85205078125,1895.648681640625,0.5876544713973999,2429.404541015625,1862.9840087890625,0.09393545985221863,2457.15576171875,1894.9036865234375,0.7262852191925049,2436.861083984375,1855.5703125,0.11561321467161179,2463.027587890625,1914.5184326171875,0.03959346562623978,2392.431640625,1834.3826904296875,0.042131755501031876
415,2392.71923828125,1827.9312744140625,0.9935526847839355,2397.2880859375,1840.1405029296875,0.047617435455322266,2396.5390625,1842.462158203125,0.05656663328409195,2394.882568359375,1839.551513671875,0.0202768687158823,2395.943359375,1840.45654296875,0.18901170790195465,2393.071533203125,1831.953125,0.030664972960948944,2392.345947265625,1826.054931640625,0.021412212401628494,2393.385498046875,1839.4134521484375,0.026198435574769974
416,2393.433349609375,1813.2059326171875,0.980150580406189,2396.24560546875,1823.7269287109375,0.05889897048473358,2397.48876953125,1827.6553955078125,0.059020910412073135,2393.841064453125,1822.1953125,0.023409396409988403,2397.23046875,1825.9564208984375,0.16570332646369934,2393.133056640625,1815.1217041015625,0.031005170196294785,2389.77490234375,1811.0308837890625,0.039772044867277145,2393.601806640625,1814.4757080078125,0.040703050792217255
417,2396.92822265625,1804.5478515625,0.9629231691360474,2397.9384765625,1806.6934814453125,0.04015839099884033,2397.414306640625,1815.085205078125,0.056450843811035156,2392.533935546875,1806.298828125,0.02978784777224064,2398.675048828125,1814.8154296875,0.12112521380186081,2395.20751953125,1802.15869140625,0.03617789223790169,2395.644287109375,1802.176513671875,0.02540668100118637,2396.35205078125,1812.57958984375,0.057439688593149185
418,2397.96484375,1801.2886962890625,0.9747835397720337,2398.464111328125,1806.9072265625,0.043248023837804794,2397.638427734375,1810.134521484375,0.06435313820838928,2393.890380859375,1806.8450927734375,0.025279227644205093,2401.51318359375,1810.460205078125,0.08736293017864227,2395.3330078125,1800.2174072265625,0.030349859967827797,2395.623779296875,1796.0418701171875,0.026835795491933823,2396.4677734375,1807.139404296875,0.04841892793774605
419,2399.156005859375,1793.0150146484375,0.9896201491355896,2396.49462890625,1807.6749267578125,0.04113449156284332,2484.559814453125,1989.1361083984375,0.07243160903453827,2410.386474609375,1787.722412109375,0.03361723944544792,2402.225341796875,1801.835693359375,0.11311199516057968,2395.649658203125,1787.503662109375,0.03433443605899811,2397.464599609375,1789.2091064453125,0.03416229039430618,2398.19580078125,1799.130126953125,0.06600143760442734
420,2400.363525390625,1782.787841796875,0.9934471249580383,2398.907470703125,1791.13037109375,0.04335151985287666,2398.817138671875,1792.0794677734375,0.04976610094308853,2394.843505859375,1789.048583984375,0.031479232013225555,2402.985107421875,1789.0030517578125,0.09411517530679703,2396.251220703125,1784.57275390625,0.03743942826986313,2397.14501953125,1778.9244384765625,0.034683555364608765,2544.99853515625,1945.9156494140625,0.07579333335161209
421,2407.681396484375,1755.900146484375,0.987518846988678,2412.2177734375,1775.112060546875,0.023440340533852577,2406.691162109375,1764.0816650390625,0.06817269325256348,2410.548095703125,1757.0400390625,0.023673871532082558,2409.163330078125,1762.9853515625,0.07584279030561447,2409.927734375,1754.9483642578125,0.02400580234825611,2410.056396484375,1750.6343994140625,0.03043772652745247,2409.635009765625,1756.9039306640625,0.030896665528416634
422,2422.3310546875,1721.34814453125,0.9486572742462158,1680.966552734375,2045.1259765625,0.012753644958138466,2422.30810546875,1730.0780029296875,0.1126355305314064,2413.140625,1735.1497802734375,0.008428899571299553,2484.347900390625,1884.74755859375,0.3796214163303375,2414.0673828125,1720.0640869140625,0.009473924525082111,2416.726318359375,1723.051025390625,0.006197652313858271,2420.517578125,1723.95068359375,0.009243518114089966
423,2438.581298828125,1692.6719970703125,0.9850130081176758,2400.408935546875,1739.6993408203125,0.032897040247917175,2434.6025390625,1698.1912841796875,0.3569640517234802,2426.332763671875,1694.3343505859375,0.036463990807533264,2379.36376953125,1773.0892333984375,0.3915388584136963,2428.22314453125,1688.34423828125,0.03307628259062767,2440.517578125,1687.9874267578125,0.02795524336397648,2436.424072265625,1693.5675048828125,0.036058224737644196
424,2448.076171875,1676.5555419921875,0.9849992394447327,2444.972900390625,1677.9405517578125,0.03761383891105652,2493.338134765625,1810.16064453125,0.3057192862033844,2440.777587890625,1677.187744140625,0.05328349024057388,2386.737060546875,1743.678466796875,0.7940383553504944,2442.39404296875,1673.1402587890625,0.03170149773359299,2436.96240234375,1674.8883056640625,0.03163764253258705,2447.26806640625,1677.9327392578125,0.05489872023463249
425,2454.947998046875,1662.39697265625,0.9875869750976562,2416.63525390625,1688.72412109375,0.04173417389392853,2391.97900390625,1719.44775390625,0.4358125925064087,2417.57421875,1687.4207763671875,0.23048536479473114,2392.83544921875,1720.0120849609375,0.9663160443305969,2438.115478515625,1654.2569580078125,0.1579424887895584,2437.4130859375,1658.3123779296875,0.08432900160551071,2396.1279296875,1719.0623779296875,0.030499493703246117
426,2459.346923828125,1637.38134765625,0.9929280877113342,2463.392578125,1646.783935546875,0.044891174882650375,2499.515625,1754.160888671875,0.6648596525192261,2401.853759765625,1710.9638671875,0.031964678317308426,2401.145751953125,1705.718017578125,0.9869404435157776,2398.927001953125,1683.3963623046875,0.23943831026554108,2457.29736328125,1638.8765869140625,0.06217368692159653,2398.489990234375,1703.157470703125,0.08417478203773499
427,2463.37841796875,1632.8572998046875,0.997870683670044,2427.6240234375,1659.8079833984375,0.29069921374320984,2505.906982421875,1737.3226318359375,0.4705751836299896,2428.918212890625,1660.17919921875,0.3681337237358093,2403.24853515625,1690.8582763671875,0.9846432209014893,2399.911865234375,1671.836669921875,0.06691575050354004,2460.484375,1632.9620361328125,0.03299300745129585,2400.1044921875,1688.458740234375,0.062355607748031616
428,2473.684814453125,1622.0733642578125,0.9933888912200928,2437.98046875,1649.2686767578125,0.6294088959693909,2502.442138671875,1729.9322509765625,0.5107329487800598,2436.521728515625,1646.870849609375,0.7207521200180054,2406.44580078125,1680.128173828125,0.9753992557525635,2513.44287109375,1698.5589599609375,0.06934609264135361,2471.701416015625,1620.5155029296875,0.05179598182439804,2418.424560546875,1618.8037109375,0.2943672239780426
